p,q,r,n,f,strict_hit
13,53,61,42029,13,False
13,53,67,46163,13,False
13,53,71,48919,13,False
13,53,73,50297,13,False
13,53,79,54431,53,False
13,53,83,57187,13,False
13,53,89,61321,13,False
13,53,97,66833,13,False
13,53,101,69589,13,False
13,53,103,70967,53,False
13,53,107,73723,53,False
13,53,109,75101,53,False
13,53,113,77857,53,False
13,53,127,87503,53,False
13,53,131,90259,689,True
13,53,137,94393,137,False
13,53,139,95771,53,False
13,53,149,102661,13,False
13,53,151,104039,53,False
13,53,157,108173,53,False
13,53,163,112307,53,False
13,53,167,115063,167,False
13,53,173,119197,13,False
13,53,179,123331,13,False
13,53,181,124709,13,False
13,53,191,131599,13,False
13,53,193,132977,13,False
13,53,197,135733,53,False
13,53,199,137111,13,False
13,59,61,46787,59,False
13,59,67,51389,13,False
13,59,71,54457,13,False
13,59,73,55991,59,False
13,59,79,60593,13,False
13,59,83,63661,13,False
13,59,89,68263,13,False
13,59,97,74399,13,False
13,59,101,77467,59,False
13,59,103,79001,13,False
13,59,107,82069,107,False
13,59,109,83603,767,True
13,59,113,86671,13,False
13,59,127,97409,127,False
13,59,131,100477,13,False
13,59,137,105079,59,False
13,59,139,106613,13,False
13,59,149,114283,767,True
13,59,151,115817,767,True
13,59,157,120419,13,False
13,59,163,125021,13,False
13,59,167,128089,13,False
13,59,173,132691,173,False
13,59,179,137293,59,False
13,59,181,138827,181,False
13,59,191,146497,191,False
13,59,193,148031,13,False
13,59,197,151099,13,False
13,59,199,152633,13,False
13,61,67,53131,13,False
13,61,71,56303,61,False
13,61,73,57889,13,False
13,61,79,62647,79,False
13,61,83,65819,13,False
13,61,89,70577,13,False
13,61,97,76921,793,True
13,61,101,80093,13,False
13,61,103,81679,13,False
13,61,107,84851,13,False
13,61,109,86437,13,False
13,61,113,89609,793,True
13,61,127,100711,61,False
13,61,131,103883,131,False
13,61,137,108641,61,False
13,61,139,110227,13,False
13,61,149,118157,13,False
13,61,151,119743,793,True
13,61,157,124501,157,False
13,61,163,129259,13,False
13,61,167,132431,13,False
13,61,173,137189,13,False
13,61,179,141947,61,False
13,61,181,143533,793,True
13,61,191,151463,191,False
13,61,193,153049,793,True
13,61,197,156221,197,False
13,61,199,157807,13,False
13,67,71,61841,71,False
13,67,73,63583,13,False
13,67,79,68809,871,True
13,67,83,72293,67,False
13,67,89,77519,67,False
13,67,97,84487,13,False
13,67,101,87971,13,False
13,67,103,89713,13,False
13,67,107,93197,107,False
13,67,109,94939,13,False
13,67,113,98423,13,False
13,67,127,110617,13,False
13,67,131,114101,67,False
13,67,137,119327,137,False
13,67,139,121069,139,False
13,67,149,129779,13,False
13,67,151,131521,13,False
13,67,157,136747,13,False
13,67,163,141973,13,False
13,67,167,145457,167,False
13,67,173,150683,173,False
13,67,179,155909,13,False
13,67,181,157651,13,False
13,67,191,166361,67,False
13,67,193,168103,13,False
13,67,197,171587,871,True
13,67,199,173329,199,False
13,71,73,67379,71,False
13,71,79,72917,13,False
13,71,83,76609,71,False
13,71,89,82147,13,False
13,71,97,89531,13,False
13,71,101,93223,13,False
13,71,103,95069,13,False
13,71,107,98761,13,False
13,71,109,100607,13,False
13,71,113,104299,113,False
13,71,127,117221,13,False
13,71,131,120913,131,False
13,71,137,126451,71,False
13,71,139,128297,71,False
13,71,149,137527,71,False
13,71,151,139373,71,False
13,71,157,144911,13,False
13,71,163,150449,13,False
13,71,167,154141,13,False
13,71,173,159679,13,False
13,71,179,165217,71,False
13,71,181,167063,923,True
13,71,191,176293,13,False
13,71,193,178139,13,False
13,71,197,181831,71,False
13,71,199,183677,13,False
13,73,79,74971,949,True
13,73,83,78767,13,False
13,73,89,84461,13,False
13,73,97,92053,73,False
13,73,101,95849,13,False
13,73,103,97747,13,False
13,73,107,101543,73,False
13,73,109,103441,949,True
13,73,113,107237,13,False
13,73,127,120523,13,False
13,73,131,124319,13,False
13,73,137,130013,13,False
13,73,139,131911,13,False
13,73,149,141401,73,False
13,73,151,143299,949,True
13,73,157,148993,157,False
13,73,163,154687,73,False
13,73,167,158483,13,False
13,73,173,164177,13,False
13,73,179,169871,13,False
13,73,181,171769,949,True
13,73,191,181259,73,False
13,73,193,183157,13,False
13,73,197,186953,949,True
13,73,199,188851,13,False
13,79,83,85241,79,False
13,79,89,91403,13,False
13,79,97,99619,13,False
13,79,101,103727,13,False
13,79,103,105781,13,False
13,79,107,109889,13,False
13,79,109,111943,13,False
13,79,113,116051,113,False
13,79,127,130429,79,False
13,79,131,134537,13,False
13,79,137,140699,13,False
13,79,139,142753,13,False
13,79,149,153023,13,False
13,79,151,155077,13,False
13,79,157,161239,79,False
13,79,163,167401,79,False
13,79,167,171509,1027,True
13,79,173,177671,13,False
13,79,179,183833,13,False
13,79,181,185887,13,False
13,79,191,196157,13,False
13,79,193,198211,13,False
13,79,197,202319,1027,True
13,79,199,204373,1027,True
13,83,89,96031,89,False
13,83,97,104663,97,False
13,83,101,108979,13,False
13,83,103,111137,83,False
13,83,107,115453,1079,True
13,83,109,117611,83,False
13,83,113,121927,13,False
13,83,127,137033,13,False
13,83,131,141349,83,False
13,83,137,147823,13,False
13,83,139,149981,13,False
13,83,149,160771,13,False
13,83,151,162929,13,False
13,83,157,169403,13,False
13,83,163,175877,83,False
13,83,167,180193,1079,True
13,83,173,186667,83,False
13,83,179,193141,83,False
13,83,181,195299,13,False
13,83,191,206089,13,False
13,83,193,208247,1079,True
13,83,197,212563,13,False
13,83,199,214721,83,False
13,89,97,112229,13,False
13,89,101,116857,13,False
13,89,103,119171,89,False
13,89,107,123799,13,False
13,89,109,126113,13,False
13,89,113,130741,13,False
13,89,127,146939,13,False
13,89,131,151567,89,False
13,89,137,158509,1157,True
13,89,139,160823,13,False
13,89,149,172393,13,False
13,89,151,174707,89,False
13,89,157,181649,13,False
13,89,163,188591,13,False
13,89,167,193219,13,False
13,89,173,200161,1157,True
13,89,179,207103,89,False
13,89,181,209417,181,False
13,89,191,220987,191,False
13,89,193,223301,13,False
13,89,197,227929,13,False
13,89,199,230243,1157,True
13,97,101,127361,97,False
13,97,103,129883,97,False
13,97,107,134927,13,False
13,97,109,137449,13,False
13,97,113,142493,1261,True
13,97,127,160147,97,False
13,97,131,165191,13,False
13,97,137,172757,13,False
13,97,139,175279,139,False
13,97,149,187889,13,False
13,97,151,190411,13,False
13,97,157,197977,1261,True
13,97,163,205543,13,False
13,97,167,210587,13,False
13,97,173,218153,13,False
13,97,179,225719,97,False
13,97,181,228241,13,False
13,97,191,240851,97,False
13,97,193,243373,193,False
13,97,197,248417,197,False
13,97,199,250939,97,False
13,101,103,135239,101,False
13,101,107,140491,101,False
13,101,109,143117,1313,True
13,101,113,148369,13,False
13,101,127,166751,13,False
13,101,131,172003,1313,True
13,101,137,179881,13,False
13,101,139,182507,13,False
13,101,149,195637,101,False
13,101,151,198263,101,False
13,101,157,206141,13,False
13,101,163,214019,163,False
13,101,167,219271,13,False
13,101,173,227149,173,False
13,101,179,235027,101,False
13,101,181,237653,13,False
13,101,191,250783,13,False
13,101,193,253409,13,False
13,101,197,258661,101,False
13,101,199,261287,101,False
13,103,107,143273,107,False
13,103,109,145951,103,False
13,103,113,151307,13,False
13,103,127,170053,103,False
13,103,131,175409,13,False
13,103,137,183443,103,False
13,103,139,186121,13,False
13,103,149,199511,13,False
13,103,151,202189,1339,True
13,103,157,210223,13,False
13,103,163,218257,163,False
13,103,167,223613,167,False
13,103,173,231647,13,False
13,103,179,239681,13,False
13,103,181,242359,13,False
13,103,191,255749,191,False
13,103,193,258427,13,False
13,103,197,263783,13,False
13,103,199,266461,103,False
13,107,109,151619,1391,True
13,107,113,157183,113,False
13,107,127,176657,13,False
13,107,131,182221,13,False
13,107,137,190567,13,False
13,107,139,193349,1391,True
13,107,149,207259,107,False
13,107,151,210041,13,False
13,107,157,218387,107,False
13,107,163,226733,13,False
13,107,167,232297,13,False
13,107,173,240643,1391,True
13,107,179,248989,13,False
13,107,181,251771,13,False
13,107,191,265681,13,False
13,107,193,268463,193,False
13,107,197,274027,107,False
13,107,199,276809,13,False
13,109,113,160121,109,False
13,109,127,179959,109,False
13,109,131,185627,13,False
13,109,137,194129,13,False
13,109,139,196963,13,False
13,109,149,211133,13,False
13,109,151,213967,1417,True
13,109,157,222469,157,False
13,109,163,230971,109,False
13,109,167,236639,13,False
13,109,173,245141,109,False
13,109,179,253643,13,False
13,109,181,256477,13,False
13,109,191,270647,13,False
13,109,193,273481,193,False
13,109,197,279149,197,False
13,109,199,281983,13,False
13,113,127,186563,13,False
13,113,131,192439,113,False
13,113,137,201253,13,False
13,113,139,204191,13,False
13,113,149,218881,113,False
13,113,151,221819,13,False
13,113,157,230633,113,False
13,113,163,239447,163,False
13,113,167,245323,113,False
13,113,173,254137,13,False
13,113,179,262951,113,False
13,113,181,265889,181,False
13,113,191,280579,13,False
13,113,193,283517,193,False
13,113,197,289393,13,False
13,113,199,292331,13,False
13,127,131,216281,127,False
13,127,137,226187,1651,True
13,127,139,229489,13,False
13,127,149,245999,127,False
13,127,151,249301,13,False
13,127,157,259207,127,False
13,127,163,269113,13,False
13,127,167,275717,127,False
13,127,173,285623,13,False
13,127,179,295529,13,False
13,127,181,298831,13,False
13,127,191,315341,13,False
13,127,193,318643,13,False
13,127,197,325247,13,False
13,127,199,328549,13,False
13,131,137,233311,137,False
13,131,139,236717,131,False
13,131,149,253747,13,False
13,131,151,257153,13,False
13,131,157,267371,13,False
13,131,163,277589,131,False
13,131,167,284401,13,False
13,131,173,294619,131,False
13,131,179,304837,13,False
13,131,181,308243,13,False
13,131,191,325273,13,False
13,131,193,328679,131,False
13,131,197,335491,13,False
13,131,199,338897,13,False
13,137,139,247559,137,False
13,137,149,265369,13,False
13,137,151,268931,13,False
13,137,157,279617,13,False
13,137,163,290303,13,False
13,137,167,297427,13,False
13,137,173,308113,13,False
13,137,179,318799,13,False
13,137,181,322361,137,False
13,137,191,340171,137,False
13,137,193,343733,13,False
13,137,197,350857,137,False
13,137,199,354419,13,False
13,139,149,269243,149,False
13,139,151,272857,13,False
13,139,157,283699,13,False
13,139,163,294541,1807,True
13,139,167,301769,13,False
13,139,173,312611,139,False
13,139,179,323453,139,False
13,139,181,327067,13,False
13,139,191,345137,13,False
13,139,193,348751,1807,True
13,139,197,355979,13,False
13,139,199,359593,139,False
13,149,151,292487,149,False
13,149,157,304109,149,False
13,149,163,315731,13,False
13,149,167,323479,13,False
13,149,173,335101,149,False
13,149,179,346723,13,False
13,149,181,350597,13,False
13,149,191,369967,13,False
13,149,193,373841,1937,True
13,149,197,381589,149,False
13,149,199,385463,13,False
13,151,157,308191,151,False
13,151,163,319969,1963,True
13,151,167,327821,13,False
13,151,173,339599,13,False
13,151,179,351377,13,False
